CadastralNumber,10,17,2,20,21,3,33,36,4,43,44,45,46,47,48,49,5,50,56,57,58,59,60,61,7,8,Cost m2,Cost m2 unit,Cost,Cost unit
21:01:020409:1527,195.843,46.0,2.0,0.0,0.0,5,1964,,,502882,492331.0,104.0,107,111,117,124,34.0,126,11098.0,,,,,,40.0,,35896.5,1002,1995845.4,383
21:01:030103:812,1404.33,78.447,2.0,0.0,0.0,5,1960,,,502882,492331.0,104.0,107,111,117,124,37.0,126,11188.0,,,,,,40.0,,22132.79,1002,1190744.1,383
21:01:030405:2229,3441.044,86.619,1.0,0.0,0.0,3,1981,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11111.0,,,,,,40.0,,30238.93,1002,1511946.5,383
21:01:010108:3415,1277.343,102.84,1.0,0.0,0.0,3,1972,,,502882,492331.0,104.0,107,111,117,124,31.0,126,14624.0,,,,,,38.0,,41089.94,1002,1318987.07,383
21:01:020906:5457,3602.632,218.105,1.0,0.0,0.0,3,1982,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11101.0,,,,,,38.0,,31131.03,1002,1024210.89,383
21:01:030103:2352,1256.862,139.163,1.0,0.0,0.0,3,1960,,,502882,492331.0,104.0,107,111,117,124,37.0,126,11256.0,,,,,,38.0,,22234.44,1002,715948.97,383
21:01:010105:2280,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,40.0,,41976.73,1002,2212173.67,383
21:01:030405:1888,3441.044,86.619,1.0,0.0,0.0,3,1980,,,502882,492331.0,104.0,107,111,117,124,30.0,126,11111.0,,,,,,38.0,,30790.94,1002,1009942.83,383
21:01:010105:1565,2706.018,42.503,2.0,0.0,0.0,5,1985,,,502882,492331.0,104.0,107,111,117,124,31.0,126,11124.0,,,,,,38.0,,44781.11,1002,1213568.08,383
21:01:000000:47325,479.646,324.469,2.0,0.0,0.0,5,1996,,,502882,492331.0,103.0,107,111,117,124,34.0,126,11189.0,,,,,,41.0,,37680.96,1002,3248098.75,383
21:01:030103:1729,1254.441,53.412,1.0,0.0,0.0,3,1980,,,502882,492331.0,104.0,107,111,117,124,37.0,126,10925.0,,,,,,39.0,,22601.85,1002,1525624.88,383
21:01:030405:5030,3137.45,57.331,1.0,0.0,0.0,3,1983,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11160.0,,,,,,38.0,,32427.68,1002,1099298.35,383
21:01:010105:2495,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,40.0,,41976.73,1002,2212173.67,383
21:01:010206:723,1316.241,178.978,2.0,0.0,0.0,5,2001,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11141.0,,,,,,41.0,,42500.8,1002,4517835.04,383
21:01:020211:1000,2786.539,162.281,2.0,0.0,0.0,5,1986,,,502882,492331.0,104.0,107,111,117,124,35.0,126,11122.0,,,,,,40.0,,27649.73,1002,1426726.07,383
21:01:020409:500,195.843,46.0,2.0,0.0,0.0,5,1991,,,502882,492331.0,103.0,107,111,117,124,34.0,126,11098.0,,,,,,41.0,,38911.77,1002,3346412.22,383
21:01:010801:478,3129.962,38.894,2.0,0.0,0.0,5,1988,,,502882,492331.0,102.0,107,111,117,124,33.0,126,11115.0,,,,,,40.0,,32846.68,1002,1596348.65,383
21:01:010902:1099,3168.008,140.544,1.0,0.0,0.0,3,1991,,,502882,492331.0,102.0,107,111,117,124,33.0,126,11156.0,,,,,,38.0,,33110.34,1002,1092641.22,383
21:01:010205:1734,1315.543,120.413,1.0,0.0,0.0,3,2004,,,502882,492331.0,103.0,107,111,117,124,31.0,126,11155.0,,,,,,39.0,,45777.69,1002,2664261.56,383
21:01:010108:1262,1277.344,102.841,1.0,0.0,0.0,3,1973,,,502882,492331.0,104.0,107,111,117,124,31.0,126,11163.0,,,,,,40.0,,39230.39,1002,1784982.75,383
21:01:010108:3658,1277.343,102.84,2.0,0.0,0.0,5,1973,,,502882,492331.0,104.0,107,111,117,124,31.0,126,14624.0,,,,,,40.0,,40728.49,1002,2113808.63,383
21:01:010806:829,4284.41,103.265,2.0,0.0,0.0,5,1996,,,502882,492331.0,104.0,107,111,117,124,33.0,126,12273.0,,,,,,40.0,,32165.5,1002,1540727.45,383
21:01:010105:2710,2706.018,42.503,2.0,0.0,0.0,5,1998,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,41.0,,42083.58,1002,4035815.32,383
21:01:010801:5395,3054.712,108.931,1.0,0.0,0.0,3,2013,,,502882,492331.0,102.0,107,111,117,124,33.0,126,10933.0,,,,,,39.0,,33689.16,1002,2193164.32,383
21:01:010801:5291,2918.073,288.542,2.0,0.0,0.0,5,2001,,,502882,492331.0,102.0,107,111,117,124,33.0,126,11119.0,,,,,,38.0,,35153.53,1002,1420202.61,383
21:01:020601:1374,2659.483,126.93,2.0,0.0,0.0,5,2011,,,502882,492331.0,102.0,107,111,117,124,35.0,126,11076.0,,,,,,38.0,,33813.43,1002,1355918.54,383
21:01:030405:1729,3137.45,57.331,1.0,0.0,0.0,3,1982,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11160.0,,,,,,38.0,,32280.39,1002,1074936.99,383
21:01:010801:6618,2518.064,438.72,2.0,0.0,0.0,5,2016,,,502882,492331.0,103.0,107,111,117,124,33.0,126,11170.0,,,,,,40.0,,36020.49,1002,1973922.85,383
21:01:010304:2597,2879.315,139.21,2.0,0.0,0.0,5,1998,,,502882,492331.0,103.0,107,111,117,124,31.0,126,11171.0,,,,,,39.0,,45010.59,1002,2781654.46,383
21:01:000000:38388,1432.013,156.23,1.0,0.0,0.0,3,2003,,,502882,492331.0,103.0,107,111,117,124,31.0,126,10880.0,,,,,,38.0,,49464.51,1002,1691686.24,383
21:01:030405:1981,3441.044,86.619,1.0,0.0,0.0,3,1981,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11111.0,,,,,,38.0,,31816.79,1002,1046772.39,383
21:01:030103:577,1344.285,165.675,2.0,0.0,0.0,5,2002,,,502882,492331.0,104.0,107,111,117,124,37.0,126,10231.0,,,,,,39.0,,25378.39,1002,1725730.52,383
21:01:010304:1006,2879.315,139.21,1.0,0.0,0.0,3,1994,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11171.0,,,,,,40.0,,43053.45,1002,2260306.13,383
21:01:020601:9021,2659.483,126.93,1.0,0.0,0.0,3,2016,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,39.0,,31313.53,1002,1985277.8,383
21:01:000000:52295,2883.363,434.509,1.0,0.0,0.0,3,1992,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11244.0,,,,,,39.0,,28933.21,1002,1874872.01,383
21:01:020601:9161,2659.483,126.93,1.0,0.0,0.0,3,2016,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,39.0,,31313.53,1002,1982146.45,383
21:01:030401:2036,2646.956,188.817,1.0,0.0,0.0,3,1978,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11160.0,,,,,,38.0,,31179.73,1002,648538.38,383
21:01:030405:4615,3073.93,175.038,1.0,0.0,0.0,3,1979,,,502882,492331.0,104.0,107,111,117,124,30.0,126,10961.0,,,,,,38.0,,30330.33,1002,1006966.96,383
21:01:020601:9300,2591.838,86.918,1.0,0.0,0.0,3,2016,,,502882,492331.0,103.0,107,111,117,124,35.0,126,5765.0,,,,,,39.0,,31574.36,1002,1998656.99,383
21:01:020601:8057,2659.483,126.93,1.0,0.0,0.0,3,2014,,,502882,492331.0,102.0,107,111,117,124,35.0,126,11076.0,,,,,,38.0,,33017.56,1002,1191933.92,383
21:01:010801:4437,2918.073,288.542,1.0,0.0,0.0,3,1997,,,502882,492331.0,102.0,107,111,117,124,33.0,126,11119.0,,,,,,39.0,,30379.19,1002,2017178.22,383
21:01:020601:9416,2591.838,86.918,1.0,0.0,0.0,3,2016,,,502882,492331.0,103.0,107,111,117,124,35.0,126,5765.0,,,,,,39.0,,31574.36,1002,2001814.42,383
21:01:010304:3662,2879.315,139.21,2.0,0.0,0.0,5,1991,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11171.0,,,,,,41.0,,39948.59,1002,2824365.31,383
21:01:010304:3659,2879.315,139.21,2.0,0.0,0.0,5,1991,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11171.0,,,,,,40.0,,44091.23,1002,2328016.94,383
21:01:010801:6655,3054.712,108.931,1.0,0.0,0.0,3,2016,,,502882,492331.0,102.0,107,111,117,124,33.0,126,10933.0,,,,,,38.0,,37379.23,1002,1424148.66,383
21:01:010108:3037,1198.139,151.821,2.0,0.0,0.0,5,1973,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11159.0,,,,,,38.0,,43741.96,1002,774232.69,383
21:01:010105:1092,2706.018,42.503,1.0,0.0,0.0,3,1985,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,38.0,,44368.58,1002,1459726.28,383
21:01:010105:2071,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,40.0,,41976.73,1002,2077848.14,383
21:01:010105:3840,2619.958,25.883,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,14624.0,,,,,,38.0,,44358.36,1002,1459390.04,383
21:01:010105:3597,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,39.0,,40354.27,1002,2598814.99,383
21:01:030109:288,450.972,147.435,2.0,0.0,0.0,5,1970,,,502882,492331.0,104.0,107,111,117,124,37.0,126,10965.0,,,,,,38.0,,24418.08,1002,717891.55,383
21:01:010108:2014,1358.927,63.7,2.0,0.0,0.0,5,1980,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11117.0,,,,,,40.0,,43505.89,1002,2192696.86,383
21:01:010108:1357,1277.344,102.841,2.0,0.0,0.0,5,1975,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11163.0,,,,,,38.0,,44483.46,1002,1401228.99,383
21:01:010205:324,1432.013,156.23,2.0,0.0,0.0,5,2008,,,502882,492331.0,103.0,107,111,117,124,31.0,126,10880.0,,,,,,39.0,,48000.5,1002,3182433.15,383
21:01:010105:910,2706.018,42.503,1.0,0.0,0.0,3,1985,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,40.0,,42168.26,1002,2104196.17,383
21:01:010105:1177,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,38.0,,44167.06,1002,1444262.86,383
21:01:030401:1012,2869.966,415.742,1.0,0.0,0.0,3,1975,,,502882,492331.0,104.0,107,111,117,124,30.0,126,11244.0,,,,,,38.0,,28596.18,1002,923656.61,383
21:01:020906:2617,3602.632,218.105,2.0,0.0,0.0,5,1979,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11101.0,,,,,,38.0,,31881.43,1002,969195.47,383
21:01:030401:4404,2646.956,188.817,1.0,0.0,0.0,3,1976,,,502882,492331.0,104.0,107,111,117,124,30.0,126,11160.0,,,,,,39.0,,27444.35,1002,1830538.15,383
21:01:010105:1117,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,39.0,,40354.27,1002,2631098.4,383
21:01:010105:3096,2619.958,25.883,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,14624.0,,,,,,38.0,,44358.36,1002,1463825.88,383
21:01:020601:9017,2659.483,126.93,1.0,0.0,0.0,3,2016,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,39.0,,31313.53,1002,1985277.8,383
21:01:010108:1682,1277.344,102.841,1.0,0.0,0.0,3,1973,,,502882,492331.0,104.0,107,111,117,124,31.0,126,11163.0,,,,,,40.0,,39230.39,1002,2083133.71,383
21:01:030401:2613,2329.971,69.437,1.0,0.0,0.0,3,1975,,,502882,492331.0,104.0,107,111,117,124,30.0,126,11099.0,,,,,,40.0,,29180.96,1002,1339406.06,383
21:01:010105:3916,2619.958,25.883,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,14624.0,,,,,,38.0,,44358.36,1002,1459390.04,383
21:01:030401:2741,2329.971,69.437,1.0,0.0,0.0,3,1975,,,502882,492331.0,104.0,107,111,117,124,30.0,126,11099.0,,,,,,40.0,,29180.96,1002,1567017.55,383
21:01:010105:2363,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,39.0,,40354.27,1002,2643204.68,383
21:01:010105:1653,2706.018,42.503,1.0,0.0,0.0,3,1985,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,39.0,,40538.4,1002,2740395.84,383
21:01:030103:1311,1254.441,53.412,2.0,0.0,0.0,5,2004,,,502882,492331.0,104.0,107,111,117,124,37.0,126,10925.0,,,,,,40.0,,27226.31,1002,1325921.3,383
21:01:010108:922,1198.139,151.821,1.0,0.0,0.0,3,1972,,,502882,492331.0,104.0,107,111,117,124,31.0,126,11159.0,,,,,,40.0,,38752.47,1002,2061631.4,383
21:01:010205:1700,1315.543,120.413,1.0,0.0,0.0,3,2004,,,502882,492331.0,103.0,107,111,117,124,31.0,126,11155.0,,,,,,38.0,,50102.89,1002,2014136.18,383
21:01:020601:4423,2659.483,126.93,1.0,0.0,0.0,3,2014,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,38.0,,33961.49,1002,1124125.32,383
21:01:010108:1236,1277.344,102.841,1.0,0.0,0.0,3,1973,,,502882,492331.0,104.0,107,111,117,124,31.0,126,11163.0,,,,,,40.0,,39230.39,1002,2071364.59,383
21:01:030103:2774,1006.688,27.354,1.0,0.0,0.0,3,2016,,,502882,492331.0,103.0,107,111,117,124,34.0,126,14351.0,,,,,,39.0,,44168.46,1002,2619189.68,383
21:01:020906:6119,3602.632,218.105,2.0,0.0,0.0,5,1987,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11101.0,,,,,,38.0,,33063.93,1002,839823.82,383
21:01:030103:1004,1404.33,78.447,2.0,0.0,0.0,5,1996,,,502882,492331.0,102.0,107,111,117,124,37.0,126,11188.0,,,,,,38.0,,28220.05,1002,1188064.11,383
21:01:020601:2595,2659.483,126.93,1.0,0.0,0.0,3,2013,,,502882,492331.0,102.0,107,111,117,124,35.0,126,11076.0,,,,,,38.0,,32867.59,1002,1229247.87,383
21:01:010108:338,1277.344,102.841,2.0,0.0,0.0,5,1973,,,502882,492331.0,104.0,107,111,117,124,31.0,126,11163.0,,,,,,40.0,,40728.48,1002,1840927.3,383
21:01:020409:1612,195.843,46.0,2.0,0.0,0.0,5,1964,,,502882,492331.0,104.0,107,111,117,124,34.0,126,11098.0,,,,,,40.0,,35896.5,1002,1924052.4,383
21:01:020601:4265,2590.291,68.607,1.0,0.0,0.0,3,2013,,,502882,492331.0,102.0,107,111,117,124,35.0,126,11122.0,,,,,,38.0,,33252.63,1002,1110637.84,383
21:01:030103:737,1404.33,78.447,2.0,0.0,0.0,5,1956,,,502882,492331.0,104.0,107,111,117,124,37.0,126,11188.0,,,,,,41.0,,19691.42,1002,1396121.68,383
21:01:010105:2539,2706.018,42.503,1.0,0.0,0.0,3,1988,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,40.0,,42748.11,1002,2261375.02,383
21:01:030401:3289,2869.966,415.742,2.0,0.0,0.0,5,1978,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11244.0,,,,,,38.0,,30957.87,1002,1006130.78,383
21:01:030103:853,1404.33,78.447,2.0,0.0,0.0,5,1958,,,502882,492331.0,104.0,107,111,117,124,37.0,126,11188.0,,,,,,40.0,,21932.19,1002,1212850.11,383
21:01:010105:1099,2706.018,42.503,1.0,0.0,0.0,3,1985,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,40.0,,42168.26,1002,2213833.65,383
21:01:010108:275,1277.344,102.841,2.0,0.0,0.0,5,1973,,,502882,492331.0,104.0,107,111,117,124,31.0,126,11163.0,,,,,,38.0,,42853.68,1002,1859849.71,383
21:01:030401:4646,2646.956,188.817,2.0,0.0,0.0,5,2012,,,502882,492331.0,103.0,107,111,117,124,30.0,126,11160.0,,,,,,41.0,,33471.12,1002,3199839.07,383
21:01:030405:1621,3073.93,175.038,2.0,0.0,0.0,5,1987,,,502882,492331.0,104.0,107,111,117,124,30.0,126,10961.0,,,,,,38.0,,32656.48,1002,1260540.13,383
21:01:010105:1334,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,40.0,,41976.73,1002,2098836.5,383
21:01:010105:2537,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,40.0,,41976.73,1002,2094638.83,383
21:01:010105:1710,2706.018,42.503,1.0,0.0,0.0,3,1985,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,38.0,,44368.58,1002,1459726.28,383
21:01:020906:888,4267.687,326.804,2.0,0.0,0.0,5,1984,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11168.0,,,,,,38.0,,31657.46,1002,1275795.64,383
21:01:010105:3622,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,38.0,,44167.06,1002,1435429.45,383
21:01:010108:1352,1277.344,102.841,2.0,0.0,0.0,5,1975,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11163.0,,,,,,38.0,,44483.46,1002,1370090.57,383
21:01:020906:5988,3602.632,218.105,2.0,0.0,0.0,5,1983,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11101.0,,,,,,38.0,,32467.3,1002,931811.51,383
21:01:010105:802,2706.018,42.503,1.0,0.0,0.0,3,1985,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,38.0,,44368.58,1002,1464163.14,383
21:01:010105:2109,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,39.0,,40354.27,1002,2610921.27,383
21:01:010108:801,1198.139,151.821,1.0,0.0,0.0,3,1972,,,502882,492331.0,104.0,107,111,117,124,31.0,126,11159.0,,,,,,39.0,,37254.64,1002,2507237.27,383
21:01:030103:1108,1254.441,53.412,2.0,0.0,0.0,5,1955,,,502882,492331.0,104.0,107,111,117,124,37.0,126,10925.0,,,,,,39.0,,20940.74,1002,1281573.29,383
21:01:010105:1039,2706.018,42.503,1.0,0.0,0.0,3,1985,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,40.0,,42168.26,1002,2104196.17,383
21:01:010105:1126,2706.018,42.503,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,39.0,,40354.27,1002,2647240.11,383
21:01:010105:1035,2706.018,42.503,1.0,0.0,0.0,3,1985,,,502882,492331.0,102.0,107,111,117,124,31.0,126,11124.0,,,,,,40.0,,42168.26,1002,2104196.17,383
21:01:020601:9446,2591.838,86.918,1.0,0.0,0.0,3,2016,,,502882,492331.0,103.0,107,111,117,124,35.0,126,5765.0,,,,,,38.0,,34557.6,1002,1154223.84,383
21:01:020902:3130,2503.061,183.881,2.0,0.0,0.0,5,2013,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11094.0,,,,,,39.0,,34791.39,1002,2202294.99,383
21:01:020902:2771,2503.061,183.881,2.0,0.0,0.0,5,2013,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11094.0,,,,,,38.0,,38078.58,1002,1538374.63,383
21:01:010105:3439,2248.714,264.511,1.0,0.0,0.0,3,1978,,,502882,492331.0,102.0,107,111,117,124,31.0,126,10993.0,,,,,,41.0,,35790.99,1002,4119542.95,383
21:01:010108:1040,1277.344,102.841,1.0,0.0,0.0,3,1973,,,502882,492331.0,104.0,107,111,117,124,31.0,126,11163.0,,,,,,40.0,,39230.39,1002,1788905.78,383
21:01:010205:1072,1432.013,156.23,2.0,0.0,0.0,5,1996,,,502882,492331.0,102.0,107,111,117,124,31.0,126,10880.0,,,,,,41.0,,41643.48,1002,3144082.74,383
21:01:020902:2845,2503.061,183.881,2.0,0.0,0.0,5,2013,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11094.0,,,,,,38.0,,38078.58,1002,1534566.77,383
21:01:010105:2929,2619.958,25.883,1.0,0.0,0.0,3,1984,,,502882,492331.0,102.0,107,111,117,124,31.0,126,14624.0,,,,,,40.0,,42158.54,1002,2103711.15,383
21:01:010108:3476,1277.343,102.84,1.0,0.0,0.0,3,1972,,,502882,492331.0,104.0,107,111,117,124,31.0,126,14624.0,,,,,,40.0,,39052.21,1002,2022904.48,383
21:01:030103:2332,1404.33,78.447,2.0,0.0,0.0,5,1959,,,502882,492331.0,104.0,107,111,117,124,37.0,126,11188.0,,,,,,40.0,,22032.26,1002,1213977.53,383
21:01:020601:7422,2659.483,126.93,1.0,0.0,0.0,3,2015,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,39.0,,31171.3,1002,1860926.61,383
21:01:010801:3982,2918.073,288.542,2.0,0.0,0.0,5,2001,,,502882,492331.0,102.0,107,111,117,124,33.0,126,11119.0,,,,,,41.0,,30271.11,1002,2270333.25,383
21:01:030401:3453,2421.727,56.837,1.0,0.0,0.0,3,1978,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11094.0,,,,,,38.0,,32045.65,1002,1060711.02,383
21:01:020601:6150,2591.838,86.918,1.0,0.0,0.0,3,2014,,,502882,492331.0,103.0,107,111,117,124,35.0,126,5765.0,,,,,,39.0,,31288.19,1002,1986800.07,383
21:01:020601:7320,2659.483,126.93,1.0,0.0,0.0,3,2015,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,38.0,,34116.45,1002,852911.25,383
21:01:010801:3913,2918.073,288.542,2.0,0.0,0.0,5,2001,,,502882,492331.0,102.0,107,111,117,124,33.0,126,11119.0,,,,,,38.0,,35153.53,1002,1399110.49,383
21:01:020601:5811,2659.483,126.93,1.0,0.0,0.0,3,2014,,,502882,492331.0,102.0,107,111,117,124,35.0,126,11076.0,,,,,,39.0,,30167.27,1002,2054391.09,383
21:01:020902:2775,2503.061,183.881,2.0,0.0,0.0,5,2013,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11094.0,,,,,,38.0,,38078.58,1002,1446986.04,383
21:01:010205:1657,1315.543,120.413,1.0,0.0,0.0,3,2004,,,502882,492331.0,103.0,107,111,117,124,31.0,126,11155.0,,,,,,38.0,,50102.89,1002,2004115.6,383
21:01:010108:2195,1277.343,102.84,1.0,0.0,0.0,3,1973,,,502882,492331.0,104.0,107,111,117,124,31.0,126,14624.0,,,,,,40.0,,39230.4,1002,1796752.32,383
21:01:020601:257,2659.483,126.93,2.0,0.0,0.0,5,2008,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,40.0,,32606.92,1002,1767295.06,383
21:01:020601:7278,2659.483,126.93,1.0,0.0,0.0,3,2015,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,38.0,,34116.45,1002,955260.6,383
21:01:010902:3914,3168.008,140.544,1.0,0.0,0.0,3,1995,,,502882,492331.0,102.0,107,111,117,124,33.0,126,11156.0,,,,,,39.0,,30807.97,1002,2021002.83,383
21:01:030405:4083,3073.93,175.038,1.0,0.0,0.0,3,1980,,,502882,492331.0,104.0,107,111,117,124,30.0,126,10961.0,,,,,,38.0,,30468.72,1002,1014608.38,383
21:01:010205:2126,1315.543,120.413,1.0,0.0,0.0,3,2004,,,502882,492331.0,103.0,107,111,117,124,31.0,126,11155.0,,,,,,41.0,,43144.16,1002,3347986.82,383
21:01:010801:2248,3054.712,108.931,1.0,0.0,0.0,3,1991,,,502882,492331.0,102.0,107,111,117,124,33.0,126,10933.0,,,,,,39.0,,30478.53,1002,2017678.69,383
21:01:020601:8439,2659.483,126.93,1.0,0.0,0.0,3,2016,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,38.0,,34272.12,1002,1233796.32,383
21:01:020902:3078,2503.061,183.881,2.0,0.0,0.0,5,2013,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11094.0,,,,,,39.0,,34791.39,1002,2087483.4,383
21:01:020601:2350,2659.483,126.93,2.0,0.0,0.0,5,2008,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,38.0,,34308.34,1002,1221376.9,383
21:01:020601:8956,2659.483,126.93,1.0,0.0,0.0,3,2016,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,38.0,,34272.12,1002,1141261.6,383
21:01:030405:467,2883.363,434.509,1.0,0.0,0.0,3,1992,,,502882,492331.0,102.0,107,111,117,124,30.0,126,11244.0,,,,,,38.0,,31666.9,1002,1035507.63,383
21:01:020409:1657,479.646,324.469,1.0,0.0,0.0,3,1965,,,502882,492331.0,104.0,107,111,117,124,34.0,126,11189.0,,,,,,39.0,,31607.49,1002,1842716.67,383
21:01:020601:9089,2659.483,126.93,1.0,0.0,0.0,3,2016,,,502882,492331.0,103.0,107,111,117,124,35.0,126,11076.0,,,,,,39.0,,31313.53,1002,1982146.45,383
